Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization course,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130.0,Yes,No,No,Yes,Male,No,23,No,0,6,8,6,12.57142857,0,0,6,7,6,12.42857143,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,3,Management,daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.1,No,No,Yes,Yes,Male,No,19,No,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout
single,Over 23 years old,1,Tourism,daytime,Secondary education,160.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,100.0,No,No,No,Yes,Male,No,26,No,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled
single,2nd phase - general contingent,1,Management,daytime,Secondary education,148.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",134.0,No,No,No,Yes,Male,No,18,No,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,1,Nursing,daytime,Secondary education,150.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Administrative staff,130.8,No,No,No,Yes,Male,No,24,No,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,141.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,135.8,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,4,Tourism,daytime,Secondary education,118.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",111.7,Yes,No,No,Yes,Male,No,18,No,0,6,12,3,11.66666667,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary education,142.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132.9,Yes,No,No,Yes,Male,No,18,No,0,6,8,6,12.33333333,0,0,6,11,3,12.33333333,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,3,Management,daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115.5,Yes,No,Yes,Yes,Male,No,18,No,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,10.8,1.4,1.74,Dropout
single,3rd phase - general contingent,4,Tourism,daytime,Secondary education,106.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",106.0,Yes,No,No,Yes,Male,Yes,21,No,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,4,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,120.3,Yes,No,Yes,Yes,Male,Yes,19,No,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,4,Nursing,daytime,Secondary education,150.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130.8,No,No,No,Yes,Male,Yes,22,No,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,16.2,0.3,-0.92,Graduate
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",117.0,No,No,No,Yes,Male,No,33,No,0,6,8,6,12.0,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,6,Basic Education,daytime,Secondary education,114.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110.2,Yes,No,No,Yes,Male,No,20,No,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,1,Management (evening attendance),evening,Higher education - bachelor's degree,140.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,155.7,Yes,No,No,Yes,Male,No,35,No,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,1,Agronomy,daytime,Higher education - master's,160.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,180.4,No,No,Yes,Yes,Male,No,24,No,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,1,Tourism,daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,125.5,No,No,No,Yes,Male,No,18,No,0,5,6,5,12.0,0,0,5,8,3,11.33333333,0,12.7,3.7,-1.7,Enrolled
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110.0,Yes,No,No,Yes,Female,No,33,No,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Graduate
single,Transfer,1,Nursing,daytime,Secondary education,160.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",161.0,Yes,No,No,Yes,Female,Yes,22,No,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",100.0,No,No,No,Yes,Female,Yes,25,No,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,1,Communication Design,daytime,Secondary education,124.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Student,117.6,Yes,No,No,Yes,Male,No,20,No,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,6,Management,daytime,Secondary education,143.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,128.7,Yes,No,No,Yes,Male,No,23,No,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
single,Change of course,2,Informatics Engineering,daytime,Secondary education,115.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",112.2,Yes,No,Yes,Yes,Male,No,18,No,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled
single,Over 23 years old,1,Nursing,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,100.8,No,No,No,Yes,Male,No,24,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,2,Journalism and Communication,daytime,Secondary education,133.1,Brazilian,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,105.0,Yes,No,No,No,Female,No,21,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
single,International student (bachelor),1,Equinculture,daytime,Secondary education,133.1,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,100.0,No,No,No,Yes,Female,No,26,Yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
married,Over 23 years old,1,Basic Education,daytime,11th year of schooling - not completed,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Unknown,Student,Student,115.5,No,No,No,Yes,Female,No,39,No,0,6,12,3,12.66666667,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114.0,No,No,No,Yes,Female,No,44,No,2,8,11,8,11.875,0,0,6,7,6,12.33333333,0,12.7,3.7,-1.7,Graduate
single,International student (bachelor),1,Informatics Engineering,daytime,Secondary education,130.0,Santomean,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,137.0,Yes,No,No,Yes,Male,No,19,Yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
single,1st phase - general contingent,5,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,5,Nursing,daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,135.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors,Directors and Executive Managers",134.3,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
single,1st phase - general contingent,4,Nursing,daytime,Secondary education,115.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,111.5,Yes,No,Yes,No,Female,No,19,No,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Short cycle diploma holders,1,Veterinary Nursing,daytime,Professional higher technical course,130.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.8,No,No,No,Yes,Female,No,21,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,4,Animation and Multimedia Design,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,110.0,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",113.5,Yes,No,No,Yes,Female,No,36,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
divorced,Over 23 years old,1,Agronomy,daytime,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160.0,No,No,No,Yes,Female,No,43,No,13,18,19,18,14.63157895,0,10,13,14,13,14.23076923,1,15.5,2.8,-4.06,Graduate
single,3rd phase - general contingent,1,Basic Education,daytime,Secondary education,123.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117.4,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,Change of institution/course,1,Communication Design,daytime,Secondary education,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,122.2,No,No,Yes,Yes,Female,No,20,No,4,10,12,10,13.0,0,5,11,11,11,12.27272727,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,2,Social Service,daytime,Secondary education,122.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",118.2,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,113.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,106.7,Yes,No,No,Yes,Female,No,20,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,5,Nursing,daytime,Secondary education,111.0,Portuguese,Higher Education - Degree,Higher Education - Master's,Administrative staff,Intermediate Level Technicians and Professions,108.2,Yes,No,No,Yes,Female,No,20,No,2,7,9,6,13.26666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,107.0,Yes,No,No,Yes,Female,No,20,No,0,7,12,6,11.66666667,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,142.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",136.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,13.85714286,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,2,Management,daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115.3,Yes,No,No,Yes,Female,Yes,18,No,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,131.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,139.8,Yes,No,No,Yes,Female,No,19,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary education,158.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",157.0,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.66666667,0,0,6,7,6,12.57142857,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,2,Nursing,daytime,Secondary education,122.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,131.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,12.51666667,1,0,7,7,6,12.51666667,1,7.6,2.6,0.32,Dropout
single,Change of course,1,Nursing,daytime,Secondary education,130.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100.0,No,No,No,Yes,Female,No,20,No,0,7,11,6,11.61666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general contingent,1,Social Service,daytime,Secondary education,154.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",140.4,Yes,No,No,Yes,Female,Yes,20,No,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,1,Management,daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,113.4,No,No,No,Yes,Female,No,20,No,0,5,11,3,10.33333333,0,0,5,10,3,10.66666667,0,12.4,0.5,1.79,Enrolled
